file,iao_id,iao_name,count
PMC10001121_v1.json,IAO:0000317,methods section,8
PMC10001121_v1.json,IAO:0000633,materials section,8
PMC10001121_v1.json,IAO:0000318,results section,5
PMC10001121_v1.json,IAO:0000319,discussion section,5
PMC10001121_v1.json,IAO:0000314,document part,1
PMC10001121_v1.json,IAO:0000305,document title,0
PMC10001121_v1.json,IAO:0000315,textual abstract section,0
PMC10001121_v1.json,IAO:0000316,introduction section,0
PMC10001121_v1.json,IAO:0000323,author contributions section,0
PMC10001121_v1.json,IAO:0000325,footnote section,0
PMC10001121_v1.json,IAO:0000326,supplementary material section,0
PMC10001121_v1.json,IAO:0000611,availability section,0
PMC10001121_v1.json,IAO:0000615,conclusion section,0
PMC10001121_v1.json,IAO:0000616,conflict of interest section,0
PMC10001121_v1.json,IAO:0000622,figures section,0
PMC10001121_v1.json,IAO:0000623,funding source declaration section,0
PMC10001121_v1.json,IAO:0000630,keywords section,0
PMC10001121_v1.json,IAO:0000645,tables section,0
PMC10004845_v1.json,IAO:0000319,discussion section,1
PMC10004845_v1.json,IAO:0000324,acknowledgements section,1
PMC10004845_v1.json,IAO:0000305,document title,0
PMC10004845_v1.json,IAO:0000314,document part,0
PMC10004845_v1.json,IAO:0000315,textual abstract section,0
PMC10004845_v1.json,IAO:0000316,introduction section,0
PMC10004845_v1.json,IAO:0000317,methods section,0
PMC10004845_v1.json,IAO:0000318,results section,0
PMC10004845_v1.json,IAO:0000323,author contributions section,0
PMC10004845_v1.json,IAO:0000325,footnote section,0
PMC10004845_v1.json,IAO:0000615,conclusion section,0
PMC10004845_v1.json,IAO:0000616,conflict of interest section,0
PMC10004845_v1.json,IAO:0000623,funding source declaration section,0
PMC10004845_v1.json,IAO:0000630,keywords section,0
PMC10004845_v1.json,IAO:0000633,materials section,0
PMC10005657_v1.json,IAO:0000316,introduction section,5
PMC10005657_v1.json,IAO:0000317,methods section,4
PMC10005657_v1.json,IAO:0000633,materials section,4
PMC10005657_v1.json,IAO:0000319,discussion section,3
PMC10005657_v1.json,IAO:0000318,results section,2
PMC10005657_v1.json,IAO:0000615,conclusion section,2
PMC10005657_v1.json,IAO:0000314,document part,1
PMC10005657_v1.json,IAO:0000315,textual abstract section,1
PMC10005657_v1.json,IAO:0000305,document title,0
PMC10005657_v1.json,IAO:0000323,author contributions section,0
PMC10005657_v1.json,IAO:0000325,footnote section,0
PMC10005657_v1.json,IAO:0000326,supplementary material section,0
PMC10005657_v1.json,IAO:0000611,availability section,0
PMC10005657_v1.json,IAO:0000616,conflict of interest section,0
PMC10005657_v1.json,IAO:0000622,figures section,0
PMC10005657_v1.json,IAO:0000623,funding source declaration section,0
PMC10005657_v1.json,IAO:0000630,keywords section,0
PMC10005657_v1.json,IAO:0000645,tables section,0
PMC10030798_v1.json,IAO:0000315,textual abstract section,2
PMC10030798_v1.json,IAO:0000316,introduction section,2
PMC10030798_v1.json,IAO:0000317,methods section,2
PMC10030798_v1.json,IAO:0000633,materials section,2
PMC10030798_v1.json,IAO:0000318,results section,1
PMC10030798_v1.json,IAO:0000319,discussion section,1
PMC10030798_v1.json,IAO:0000305,document title,0
PMC10030798_v1.json,IAO:0000323,author contributions section,0
PMC10030798_v1.json,IAO:0000611,availability section,0
PMC10030798_v1.json,IAO:0000615,conclusion section,0
PMC10030798_v1.json,IAO:0000623,funding source declaration section,0
PMC10030798_v1.json,IAO:0000630,keywords section,0
PMC10033662_v1.json,IAO:0000318,results section,22
PMC10033662_v1.json,IAO:0000319,discussion section,8
PMC10033662_v1.json,IAO:0000317,methods section,5
PMC10033662_v1.json,IAO:0000633,materials section,5
PMC10033662_v1.json,IAO:0000316,introduction section,3
PMC10033662_v1.json,IAO:0000315,textual abstract section,2
PMC10033662_v1.json,IAO:0000305,document title,0
PMC10033662_v1.json,IAO:0000615,conclusion section,0
PMC10033662_v1.json,IAO:0000623,funding source declaration section,0
PMC10033662_v1.json,IAO:0000630,keywords section,0
PMC10035599_v1.json,IAO:0000317,methods section,5
PMC10035599_v1.json,IAO:0000319,discussion section,5
PMC10035599_v1.json,IAO:0000633,materials section,5
PMC10035599_v1.json,IAO:0000315,textual abstract section,1
PMC10035599_v1.json,IAO:0000620,ethical approval section,1
PMC10035599_v1.json,IAO:0000305,document title,0
PMC10035599_v1.json,IAO:0000316,introduction section,0
PMC10035599_v1.json,IAO:0000318,results section,0
PMC10035599_v1.json,IAO:0000323,author contributions section,0
PMC10035599_v1.json,IAO:0000611,availability section,0
PMC10035599_v1.json,IAO:0000623,funding source declaration section,0
PMC10035599_v1.json,IAO:0000630,keywords section,0
PMC10045327_v1.json,IAO:0000317,methods section,12
PMC10045327_v1.json,IAO:0000633,materials section,12
PMC10045327_v1.json,IAO:0000319,discussion section,4
PMC10045327_v1.json,IAO:0000315,textual abstract section,3
PMC10045327_v1.json,IAO:0000318,results section,2
PMC10045327_v1.json,IAO:0000305,document title,1
PMC10045327_v1.json,IAO:0000314,document part,1
PMC10045327_v1.json,IAO:0000316,introduction section,0
PMC10045327_v1.json,IAO:0000323,author contributions section,0
PMC10045327_v1.json,IAO:0000324,acknowledgements section,0
PMC10045327_v1.json,IAO:0000325,footnote section,0
PMC10045327_v1.json,IAO:0000611,availability section,0
PMC10045327_v1.json,IAO:0000615,conclusion section,0
PMC10045327_v1.json,IAO:0000616,conflict of interest section,0
PMC10045327_v1.json,IAO:0000623,funding source declaration section,0
PMC10045327_v1.json,IAO:0000630,keywords section,0
PMC10062001_v1.json,IAO:0000319,discussion section,3
PMC10062001_v1.json,IAO:0000305,document title,2
PMC10062001_v1.json,IAO:0000315,textual abstract section,2
PMC10062001_v1.json,IAO:0000317,methods section,2
PMC10062001_v1.json,IAO:0000316,introduction section,0
PMC10062001_v1.json,IAO:0000318,results section,0
PMC10062001_v1.json,IAO:0000323,author contributions section,0
PMC10062001_v1.json,IAO:0000324,acknowledgements section,0
PMC10062001_v1.json,IAO:0000325,footnote section,0
PMC10062001_v1.json,IAO:0000615,conclusion section,0
PMC10062001_v1.json,IAO:0000616,conflict of interest section,0
PMC10062001_v1.json,IAO:0000618,consent section,0
PMC10062001_v1.json,IAO:0000620,ethical approval section,0
PMC10062001_v1.json,IAO:0000630,keywords section,0
PMC10062001_v1.json,IAO:0000633,materials section,0
PMC10080385_v1.json,IAO:0000314,document part,18
PMC10080385_v1.json,IAO:0000315,textual abstract section,2
PMC10080385_v1.json,IAO:0000305,document title,0
PMC10080385_v1.json,IAO:0000316,introduction section,0
PMC10080385_v1.json,IAO:0000325,footnote section,0
PMC10080385_v1.json,IAO:0000615,conclusion section,0
PMC10080385_v1.json,IAO:0000630,keywords section,0
PMC10097123_v1.json,IAO:0000318,results section,5
PMC10097123_v1.json,IAO:0000319,discussion section,5
PMC10097123_v1.json,IAO:0000315,textual abstract section,2
PMC10097123_v1.json,IAO:0000316,introduction section,2
PMC10097123_v1.json,IAO:0000317,methods section,2
PMC10097123_v1.json,IAO:0000623,funding source declaration section,1
PMC10097123_v1.json,IAO:0000305,document title,0
PMC10097123_v1.json,IAO:0000314,document part,0
PMC10097123_v1.json,IAO:0000323,author contributions section,0
PMC10097123_v1.json,IAO:0000325,footnote section,0
PMC10097123_v1.json,IAO:0000326,supplementary material section,0
PMC10097123_v1.json,IAO:0000611,availability section,0
PMC10097123_v1.json,IAO:0000615,conclusion section,0
PMC10097123_v1.json,IAO:0000616,conflict of interest section,0
PMC10097123_v1.json,IAO:0000622,figures section,0
PMC10097123_v1.json,IAO:0000630,keywords section,0
PMC10097123_v1.json,IAO:0000645,tables section,0
PMC10100774_v1.json,IAO:0000317,methods section,3
PMC10100774_v1.json,IAO:0000633,materials section,3
PMC10100774_v1.json,IAO:0000316,introduction section,2
PMC10100774_v1.json,IAO:0000319,discussion section,2
PMC10100774_v1.json,IAO:0000318,results section,1
PMC10100774_v1.json,IAO:0000305,document title,0
PMC10100774_v1.json,IAO:0000315,textual abstract section,0
PMC10100774_v1.json,IAO:0000324,acknowledgements section,0
PMC10100774_v1.json,IAO:0000325,footnote section,0
PMC10100774_v1.json,IAO:0000630,keywords section,0
PMC10171530_v1.json,IAO:0000317,methods section,9
PMC10171530_v1.json,IAO:0000315,textual abstract section,1
PMC10171530_v1.json,IAO:0000316,introduction section,1
PMC10171530_v1.json,IAO:0000319,discussion section,1
PMC10171530_v1.json,IAO:0000620,ethical approval section,1
PMC10171530_v1.json,IAO:0000305,document title,0
PMC10171530_v1.json,IAO:0000318,results section,0
PMC10171530_v1.json,IAO:0000324,acknowledgements section,0
PMC10171530_v1.json,IAO:0000615,conclusion section,0
PMC10171530_v1.json,IAO:0000616,conflict of interest section,0
PMC10171530_v1.json,IAO:0000630,keywords section,0
PMC10226345_v1.json,IAO:0000314,document part,3
PMC10226345_v1.json,IAO:0000317,methods section,2
PMC10226345_v1.json,IAO:0000319,discussion section,2
PMC10226345_v1.json,IAO:0000633,materials section,2
PMC10226345_v1.json,IAO:0000305,document title,1
PMC10226345_v1.json,IAO:0000315,textual abstract section,1
PMC10226345_v1.json,IAO:0000620,ethical approval section,1
PMC10226345_v1.json,IAO:0000316,introduction section,0
PMC10226345_v1.json,IAO:0000324,acknowledgements section,0
PMC10226345_v1.json,IAO:0000616,conflict of interest section,0
PMC10226345_v1.json,IAO:0000623,funding source declaration section,0
PMC10226345_v1.json,IAO:0000630,keywords section,0
PMC1584255_v1.json,IAO:0000318,results section,12
PMC1584255_v1.json,IAO:0000317,methods section,10
PMC1584255_v1.json,IAO:0000319,discussion section,8
PMC1584255_v1.json,IAO:0000315,textual abstract section,4
PMC1584255_v1.json,IAO:0000305,document title,1
PMC1584255_v1.json,IAO:0000316,introduction section,1
PMC1584255_v1.json,IAO:0000325,footnote section,0
PMC1584255_v1.json,IAO:0000326,supplementary material section,0
PMC2440352_v1.json,IAO:0000318,results section,15
PMC2440352_v1.json,IAO:0000317,methods section,10
PMC2440352_v1.json,IAO:0000315,textual abstract section,2
PMC2440352_v1.json,IAO:0000316,introduction section,2
PMC2440352_v1.json,IAO:0000319,discussion section,2
PMC2440352_v1.json,IAO:0000305,document title,1
PMC2440352_v1.json,IAO:0000325,footnote section,1
PMC2440739_v1.json,IAO:0000315,textual abstract section,3
PMC2440739_v1.json,IAO:0000316,introduction section,3
PMC2440739_v1.json,IAO:0000317,methods section,3
PMC2440739_v1.json,IAO:0000319,discussion section,3
PMC2440739_v1.json,IAO:0000323,author contributions section,2
PMC2440739_v1.json,IAO:0000615,conclusion section,2
PMC2440739_v1.json,IAO:0000305,document title,1
PMC2440739_v1.json,IAO:0000318,results section,0
PMC2440739_v1.json,IAO:0000324,acknowledgements section,0
PMC2440739_v1.json,IAO:0000606,abbreviations section,0
PMC2440739_v1.json,IAO:0000616,conflict of interest section,0
PMC2569961_v1.json,IAO:0000317,methods section,20
PMC2569961_v1.json,IAO:0000316,introduction section,11
PMC2569961_v1.json,IAO:0000315,textual abstract section,6
PMC2569961_v1.json,IAO:0000319,discussion section,5
PMC2569961_v1.json,IAO:0000305,document title,3
PMC2569961_v1.json,IAO:0000323,author contributions section,2
PMC2569961_v1.json,IAO:0000324,acknowledgements section,0
PMC2569961_v1.json,IAO:0000616,conflict of interest section,0
PMC2671123_v1.json,IAO:0000317,methods section,25
PMC2671123_v1.json,IAO:0000615,conclusion section,8
PMC2671123_v1.json,IAO:0000315,textual abstract section,3
PMC2671123_v1.json,IAO:0000318,results section,2
PMC2671123_v1.json,IAO:0000305,document title,1
PMC2671123_v1.json,IAO:0000316,introduction section,1
PMC2671123_v1.json,IAO:0000324,acknowledgements section,0
PMC2671123_v1.json,IAO:0000325,footnote section,0
PMC2688183_v1.json,IAO:0000317,methods section,2
PMC2688183_v1.json,IAO:0000633,materials section,2
PMC2688183_v1.json,IAO:0000305,document title,1
PMC2688183_v1.json,IAO:0000318,results section,1
PMC2688183_v1.json,IAO:0000319,discussion section,1
PMC2688183_v1.json,IAO:0000324,acknowledgements section,1
PMC2688183_v1.json,IAO:0000615,conclusion section,1
PMC2688183_v1.json,IAO:0000315,textual abstract section,0
PMC2688183_v1.json,IAO:0000316,introduction section,0
PMC2688183_v1.json,IAO:0000323,author contributions section,0
PMC2688183_v1.json,IAO:0000606,abbreviations section,0
PMC2688183_v1.json,IAO:0000616,conflict of interest section,0
PMC2750228_v1.json,IAO:0000319,discussion section,3
PMC2750228_v1.json,IAO:0000315,textual abstract section,1
PMC2750228_v1.json,IAO:0000316,introduction section,1
PMC2750228_v1.json,IAO:0000317,methods section,1
PMC2750228_v1.json,IAO:0000318,results section,1
PMC2750228_v1.json,IAO:0000305,document title,0
PMC2750228_v1.json,IAO:0000324,acknowledgements section,0
PMC2750228_v1.json,IAO:0000325,footnote section,0
PMC2761418_v1.json,IAO:0000323,author contributions section,4
PMC2761418_v1.json,IAO:0000315,textual abstract section,3
PMC2761418_v1.json,IAO:0000317,methods section,3
PMC2761418_v1.json,IAO:0000316,introduction section,2
PMC2761418_v1.json,IAO:0000305,document title,0
PMC2761418_v1.json,IAO:0000318,results section,0
PMC2761418_v1.json,IAO:0000319,discussion section,0
PMC2761418_v1.json,IAO:0000324,acknowledgements section,0
PMC2761418_v1.json,IAO:0000606,abbreviations section,0
PMC2761418_v1.json,IAO:0000615,conclusion section,0
PMC2761418_v1.json,IAO:0000616,conflict of interest section,0
PMC2888576_v1.json,IAO:0000318,results section,10
PMC2888576_v1.json,IAO:0000319,discussion section,7
PMC2888576_v1.json,IAO:0000317,methods section,4
PMC2888576_v1.json,IAO:0000633,materials section,4
PMC2888576_v1.json,IAO:0000316,introduction section,3
PMC2888576_v1.json,IAO:0000325,footnote section,1
PMC2888576_v1.json,IAO:0000305,document title,0
PMC2888576_v1.json,IAO:0000315,textual abstract section,0
PMC2895705_v1.json,,participants section,4
PMC2895705_v1.json,IAO:0000317,methods section,4
PMC2895705_v1.json,IAO:0000319,discussion section,3
PMC2895705_v1.json,IAO:0000305,document title,1
PMC2895705_v1.json,IAO:0000315,textual abstract section,1
PMC2895705_v1.json,IAO:0000316,introduction section,0
PMC2895705_v1.json,IAO:0000318,results section,0
PMC2895705_v1.json,IAO:0000325,footnote section,0
PMC2895705_v1.json,IAO:0000630,keywords section,0
PMC293472_v1.json,IAO:0000317,methods section,7
PMC293472_v1.json,IAO:0000319,discussion section,6
PMC293472_v1.json,IAO:0000315,textual abstract section,2
PMC293472_v1.json,IAO:0000316,introduction section,2
PMC293472_v1.json,IAO:0000305,document title,1
PMC293472_v1.json,IAO:0000318,results section,1
PMC293472_v1.json,IAO:0000630,keywords section,1
PMC293472_v1.json,IAO:0000323,author contributions section,0
PMC293472_v1.json,IAO:0000606,abbreviations section,0
PMC293472_v1.json,IAO:0000615,conclusion section,0
PMC293472_v1.json,IAO:0000616,conflict of interest section,0
PMC2972212_v1.json,IAO:0000317,methods section,2
PMC2972212_v1.json,IAO:0000325,footnote section,1
PMC2972212_v1.json,IAO:0000305,document title,0
PMC2972212_v1.json,IAO:0000315,textual abstract section,0
PMC2972212_v1.json,IAO:0000316,introduction section,0
PMC2972212_v1.json,IAO:0000318,results section,0
PMC2972212_v1.json,IAO:0000319,discussion section,0
PMC3037394_v1.json,IAO:0000316,introduction section,9
PMC3037394_v1.json,IAO:0000319,discussion section,8
PMC3037394_v1.json,IAO:0000318,results section,2
PMC3037394_v1.json,IAO:0000325,footnote section,2
PMC3037394_v1.json,IAO:0000317,methods section,1
PMC3037394_v1.json,IAO:0000305,document title,0
PMC3037394_v1.json,IAO:0000315,textual abstract section,0
PMC3043099_v1.json,IAO:0000317,methods section,11
PMC3043099_v1.json,IAO:0000633,materials section,11
PMC3043099_v1.json,IAO:0000319,discussion section,5
PMC3043099_v1.json,IAO:0000315,textual abstract section,4
PMC3043099_v1.json,IAO:0000318,results section,4
PMC3043099_v1.json,IAO:0000316,introduction section,3
PMC3043099_v1.json,IAO:0000305,document title,1
PMC3043099_v1.json,IAO:0000325,footnote section,1
PMC3117678_v1.json,IAO:0000315,textual abstract section,2
PMC3117678_v1.json,IAO:0000316,introduction section,2
